ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001210750-06-000008	1107737	Non-Statutory Stock Option	F4	26.23				18-JAN-2005		17-JAN-2015		Common Stock		6000.0				6000.0				D			
0001210750-06-000008	1107732	Non-Statutory Stock Option	F3	18.88				15-OCT-1997		14-OCT-2007		Common Stock		12000.0				12000.0				D			
0001235126-06-000013	1318634	Convertible Notes		1.0				10-SEP-2000			F5	Common Stock	F6	500000.0	F4							D			
0001235126-06-000013	1318637	Warrants (right to buy)		1.0				11-AUG-2000		10-MAR-2005		Common Stock	F6	50000.0	F1							D			
0001235126-06-000013	1318636	Warrants (right to buy)		1.0				11-AUG-2000		10-MAR-2005		Common Stock	F6	125000.0	F4							D			
0001235126-06-000013	1318635	Convertible Notes		1.0				10-SEP-2000			F5	Common Stock	F6	200000.0	F1							D			
0001235126-06-000013	1318633	Series A Convertible Preferred Stock		0.0	F7			11-AUG-2000			F5	Common Stock	F6	1000000.0	F4							D			
0001225208-06-001896	1234243	Employee Stock Option Award (2005 MSP)		12.63				31-JAN-2005		31-JAN-2015		Common Stock, par value $0.01 per share		23976.0				23976.0				D			
0001209191-06-020788	1478533	Warrants		5.0					F3		F4	Common Stock	F1	2500000.0								I		FN 2	F2
0001209191-06-020787	1176163	Warrants		6.0					F3		F4	Common Stock	F1	1580104.0								I		FN 2	F2
0001020229-06-000016	1268337	common stock warrants			F1				F1		F1	common stock		13237506.0				13237506.0				D			
0001210750-06-000007	1248376	Non-Statutory Stock Option	F1, F4	18.88				15-OCT-1997		14-OCT-2007		Common Stock		12000.0				12000.0				D			
0001210750-06-000007	1248377	Non-Statutory Stock Option	F1, F4	16.96				15-JAN-1998		14-JAN-2008		Common Stock		6000.0				6000.0				D			
0001210750-06-000007	1248378	Non-Statutory Stock Option	F1, F5	18.55				15-JAN-2002		14-JAN-2012		Common Stock		6000.0				6000.0				D			
0001210750-06-000007	1248379	Non-Statutory Stock Option	F1, F5	18.19				15-JAN-2003		14-JAN-2013		Common Stock		6000.0				6000.0				D			
0001210750-06-000007	1248380	Non-Statutory Stock Option	F1, F5	24.17				15-JAN-2004		14-JAN-2014		Common Stock		6000.0				6000.0				D			
0001210750-06-000007	1248381	Non-Statutory Stock Option	F1, F5	26.23				18-JAN-2005		17-JAN-2015		Common Stock		6000.0				6000.0				D			
0001144204-06-012775	1139689	Stock Options (right to buy)		1.5				26-MAR-2007		29-DEC-2015		Common Stock		350000.0								D			
0001144204-06-012775	1139690	Warrants (right to buy)		0.15				29-DEC-2005		15-SEP-2010		Common Stock		250000.0								D			
0001179110-06-007434	1349517	Stock Option (right to buy)		0.7					F1	28-SEP-2015		Common Stock		1000000.0								D			
0001261683-06-000018	1227179	Stock Options (Right to Buy)		28.89				09-JAN-2004		09-JAN-2014		Common Stock		21999.0				21999.0				D			
0001261683-06-000018	1227178	Stock Options (Right to Buy)		13.62					F4	10-MAY-2011		Common Stock		2661.0				2661.0				D			
0001261683-06-000018	1227177	Stock Options (Right to Buy)		16.86					F3	01-JAN-2011		Common Stock		3993.0				3993.0				D			
0001261683-06-000018	1227176	Stock Options (Right to Buy)		18.66					F2	05-FEB-2009		Common Stock		5870.0				5870.0				D			
0001261683-06-000018	1227175	Stock Options (Right to Buy)		11.85					F1	14-AUG-2007		Common Stock		9244.0				9244.0				D			
0001261683-06-000017	1182219	Employee stock options		16.86					F2	11-JAN-2011		Common stock		5324.0				5324.0				D			
0001261683-06-000017	1182220	Employee stock options		28.89				09-JAN-2004		09-JAN-2014		Common stock		27499.0				27499.0				D			
0001261683-06-000017	1182218	Employee stock option		18.28					F1	19-FEB-2009		Common stock		29347.0				29347.0				D			
0001261683-06-000017	1182217	Employee stock option		11.85					F3	14-AUG-2007		Common stock		18491.0				18491.0				D			
0001209191-06-020773	1464495	Option to Buy	F4		F4				F4		F4	Cmn Stk			F4			2000.0	F4			I		By Spouse	
0001209191-06-020771	1367943	Option to Buy	F7		F7				F7		F7	Cmn Stk			F7			2000.0	F7			D			
0000068270-06-000045	1354300	Stock Option (Right to Buy)		30.14				28-SEP-2008		28-MAR-2011		$.01 Par Common		50000.0								D			
0000068270-06-000045	1354299	Stock Option (Right to Buy)		23.3				10-OCT-2004		10-APR-2007		$.01 Par Common		50000.0								D			
0000068270-06-000045	1354297	Stock Option (Right to Buy)		28.79				31-MAY-2005		01-JUN-2009		$.01 Par Common		477.0								D			
0000068270-06-000045	1354296	Stock Option (Right to Buy)		33.0				31-MAY-2005		06-APR-2009		$.01 Par Common		50000.0								D			
0000068270-06-000045	1354295	Stock Option (Right to Buy)		29.71				31-MAY-2005		02-DEC-2008		$.01 Par Common		462.0								D			
0000068270-06-000045	1354293	Stock Option (Right to Buy)		21.7				05-MAR-2004		05-MAR-2007		$.01 Par Common		792.0								D			
0000068270-06-000045	1354294	Stock Option (Right to Buy)		17.93				08-OCT-2005		08-APR-2008		$.01 Par Common		50000.0								D			
0000068270-06-000045	1354298	Share Equivalent Units			F3				F1		F2	$.01 Par Common		5609.0								I		Deferred Comp Plan	
0000912262-06-000001	1511099	Stock Options (Right to buy)		33.87				04-AUG-2003		30-MAY-2012		Common Stock		2775.0				2775.0				D			
0000912262-06-000001	1511098	Stock Options (Right to buy)		32.38				29-AUG-2004		29-AUG-2013		Common Stock		6000.0				6000.0				D			
0000912262-06-000001	1511097	Stock Options (Right to buy)		8.38				04-AUG-2003		27-JUN-2011		Common Stock		1850.0				1850.0				D			
0000912262-06-000001	1511096	Stock Options (Right to buy)		6.55				04-AUG-2003		28-MAR-2011		Common Stock		1850.0				1850.0	F3			D			
0000912262-06-000001	1511095	Stock Options (Right to buy)		5.92				04-AUG-2003		12-SEP-2010		Common Stock		516.0				516.0				D			
0001209191-06-020768	1422938	Non-Qualified stock option		36.4				02-FEB-2010		02-FEB-2015		Common stock		500.0				500.0				D			
0001209191-06-020768	1422932	Non-Qualified stock option		42.65				22-JAN-2005		22-JAN-2014		Common stock		666.0	F1			666.0	F1			D			
0001209191-06-020768	1422931	Non-Qualified stock option		19.64				23-JAN-2006		23-JAN-2013		Common stock		1000.0				1000.0				D			
0001209191-06-020768	1422930	Non-Qualified stock option		19.64				23-JAN-2005		23-JAN-2013		Common stock		1000.0				1000.0				D			
0001209191-06-020768	1422933	Non-Qualified stock option		42.65				22-JAN-2006		22-JAN-2014		Common stock		667.0	F1			667.0	F1			D			
0001209191-06-020768	1422937	Non-Qualified stock option		36.4				02-FEB-2009		02-FEB-2015		Common stock		500.0				500.0				D			
0001209191-06-020768	1422936	Non-Qualified stock option		36.4				02-FEB-2008		02-FEB-2015		Common stock		500.0				500.0				D			
0001209191-06-020768	1422935	Non-Qualified stock option		36.4				02-FEB-2007		02-FEB-2015		Common stock		500.0				500.0				D			
0001209191-06-020768	1422934	Non-Qualified stock option		42.65				22-JAN-2007		22-JAN-2014		Common stock		667.0	F1			667.0	F1			D			
0001209191-06-020768	1422929	Non-Qualified stock option		19.64				23-JAN-2004		23-JAN-2013		Common stock		1000.0				1000.0				D			
0001209191-06-020764	1432900	Stock Option (Right to buy)		0.1					F1	09-MAY-2013		Common Stock		5000.0								D			
0001005444-06-000055	1200471	Stock Options (Right to buy)		19.37				28-NOV-2006	F1	28-NOV-2010		Common Stock		20000.0				20000.0				D			
0001005444-06-000055	1200470	Stock Options (Right to buy)		5.84				02-JAN-2003		02-JAN-2008		Common Stock		66666.0				66666.0				D			
0001209191-06-020762	1412842	Option		48.91				22-FEB-2007		21-FEB-2014		Class A Common		17500.0				3.0				D			
0001209191-06-020762	1412841	Option		46.46				15-FEB-2006		09-FEB-2013		Class A Common		15000.0				3.0				D			
0001209191-06-020761	1093003	Option		38.12				23-MAY-2003		22-MAY-2012		Class A Common		10000.0				5.0				D			
0001209191-06-020761	1093004	Option		39.99				26-FEB-2004		25-FEB-2013		Class A Common		60000.0				5.0				D			
0001209191-06-020761	1093006	Option		46.46				15-FEB-2006		09-FEB-2013		Class A Common		42500.0				5.0				D			
0001209191-06-020761	1093005	Option		48.71				23-MAR-2005		22-MAR-2014		Class A Common		60000.0				5.0				D			
0001209191-06-020758	1207134	Option		46.46				15-FEB-2006		09-FEB-2013		Class A Common		60000.0				9.0				D			
0001209191-06-020758	1207132	Option		39.99				26-FEB-2004		25-FEB-2013		Class A Common		110000.0				9.0				D			
0001209191-06-020758	1207133	Option		48.71				23-MAR-2005		22-MAR-2014		Class A Common		90000.0				9.0				D			
0001209191-06-020758	1207131	Option		37.56				20-FEB-2003		19-FEB-2012		Class A Common		120000.0				9.0				D			
0001209191-06-020758	1207130	Option		32.13				25-JAN-2002		24-JAN-2011		Class A Common		100000.0				9.0				D			
0001209191-06-020758	1207127	Option		23.66				19-JAN-2000		18-JAN-2009		Class A Common		40000.0				9.0				D			
0001209191-06-020758	1207128	Option		20.77				25-FEB-2000		24-FEB-2009		Class A Common		30000.0				9.0				D			
0001209191-06-020758	1207129	Option		24.5				24-JAN-2001		23-JAN-2010		Class A Common		80000.0				9.0				D			
0001157523-06-003162	1192918	01/26/98 Options (Right to Buy)		40.03					F1	26-JAN-2008		Common Stock		0.0				5000.0				D			
0001157523-06-003162	1192920	01/17/00 Options (Right to Buy)		21.81					F1	17-JAN-2010		Common Stock		0.0				15000.0				D			
0001157523-06-003162	1192919	03/11/99 Options (Right to Buy)		16.63					F1	11-MAR-2009		Common Stock		0.0				8800.0				D			
0001193805-06-000854	1156969	Common Stock Option		6.0				31-MAR-2002		31-MAR-2006	F1	Common Stock		250000.0				250000.0				D			
0001193805-06-000854	1156970	Common Stock Option		8.0				01-JUL-2001		01-JUL-2006		Common Stock		250000.0				250000.0				D			
0000914317-06-000954	1154317	Options		11.91				01-JUN-1998		01-JUN-2008		Common Stock		573.0				573.0				D			
0000914317-06-000954	1154315	Options		7.63				01-JUN-1996		01-JUN-2007		Common Stock		573.0				573.0				D			
0000914317-06-000954	1154316	Options		8.47				01-JUN-1997		01-JUN-2007		Common Stock		573.0				573.0				D			
0001232893-06-000004	1462609	Directors Stock Options - 1997		9.63				01-DEC-1997		01-DEC-2002		Common Stock		10000.0				10000.0				D			
0001232893-06-000004	1462610	Directors Stock Options - 2004		18.17				10-MAY-2004		01-JUN-2009		Common Stock		10000.0				10000.0				D			
0001232893-06-000004	1462611	Directors Stock Options - 2005		20.92				16-MAY-2006		16-MAY-2010		Common Stock		10000.0				10000.0				D			
0001022408-06-000040	1281252	Stock Option		10.87					F1	16-FEB-2010		Common Stock		50000.0				50000.0				D			
0001022408-06-000040	1281251	Stock Option		17.38					F1	13-SEP-2010		Common Stock		30000.0				30000.0				D			
0001022408-06-000040	1281248	Stock Option		11.5					F1	05-FEB-2008		Common Stock		100000.0				100000.0				D			
0001022408-06-000040	1281249	Stock Option		8.75					F1	16-SEP-2008		Common Stock		50000.0				50000.0				D			
0001022408-06-000040	1281250	Stock Option		7.75					F1	11-AUG-2009		Common Stock		20000.0				20000.0				D			
0001052045-06-000155	1411403	2003 EIP Employee Stock Option (Right to Buy)		12.78				01-NOV-2005		31-OCT-2014		Common stock $.01 par value		12500.0				12500.0				D			
0001052045-06-000155	1411402	2003 EIP Stock Appreciation Right		13.44				11-FEB-2006		10-FEB-2015		Common stock $.01 par value		9500.0				9500.0				D			
0001052045-06-000155	1411401	2003 EIP Stock Appreciation Right		12.45				14-FEB-2007		13-FEB-2016		Common stock $.01 par value		20000.0				20000.0				D			
0001052045-06-000155	1411400	2003 EIP Stock Appreciation Right		10.73				13-FEB-2005		12-FEB-2014		Common stock $.01 par value		9500.0				9500.0				D			
0001052045-06-000155	1411399	WSH Emplee Stock Option (Right to Buy)		13.87				04-MAY-2001		03-MAY-2006		Common stock $.01 par value		270.0				270.0				D			
0001052045-06-000155	1411398	2000 Emplee Stock Option (Right to Buy)		13.83				08-FEB-2003		07-FEB-2009		Common stock $.01 par value		15000.0				15000.0				D			
0001052045-06-000155	1411397	2000 Emplee Stock Option (Right to Buy)		10.52				16-MAR-2002		15-MAR-2008		Common stock $.01 par value		10000.0				10000.0				D			
0001052045-06-000155	1411396	2000 Emplee Stock Option (Right to Buy)		10.3				18-DEC-2003		17-DEC-2009		Common stock $.01 par value		22000.0				22000.0				D			
0001052045-06-000155	1411394	1998 Non-Qual.Stock Option (Right to Buy)		18.26				16-FEB-1999		15-FEB-2008		Common stock $.01 par value		11250.0				11250.0				D			
0001052045-06-000155	1411393	1998 Non-Qual.Stock Option (Right to Buy)		18.08				29-JAN-2000		28-JAN-2009		Common stock $.01 par value		16750.0				16750.0				D			
0001052045-06-000155	1411392	1998 Non-Qual.Stock Option (Right to Buy)		11.41				03-APR-2001		02-APR-2010		Common stock $.01 par value		10000.0				10000.0				D			
0001052045-06-000155	1411391	1997 Option Plan (Right to Buy)		11.22				13-FEB-1998		12-FEB-2007		Common stock $.01 par value		20250.0				20250.0				D			
0001052045-06-000155	1411395	2000 Emplee Stock Option (Right to Buy)		9.88				18-MAR-2004		17-MAR-2013		Common stock $.01 par value		11333.0				11333.0				D			
0000897069-06-000983	1442742	Non-Qualified Stock Options		7.09				19-FEB-2005		19-FEB-2014		Common Stock		3666.0				3666.0				D			
0000897069-06-000983	1442743	Incentive Stock Options		3.92				16-FEB-2006	F2	16-FEB-2015		Common Stock		25511.0				25511.0				D			
0000897069-06-000983	1442744	Non-Qualified Stock Options		3.92				16-FEB-2006	F2	16-FEB-2015		Common Stock		33700.0				33700.0				D			
0000897069-06-000983	1442745	Incentive Stock Options		5.14				20-FEB-2007	F2	20-FEB-2016		Common Stock		19455.0				19455.0				D			
0000897069-06-000983	1442746	Non-Qualified Stock Options		5.14				20-FEB-2007	F2	20-FEB-2016		Common Stock		12142.0				12142.0				D			
0000897069-06-000983	1442741	Incentive Stock Options		7.09				19-FEB-2005		19-FEB-2014		Common Stock		29325.0				29325.0				D			
0001181431-06-020882	1136298	Option - right to buy	F2	17.64				01-MAY-2005		01-MAY-2015		Common Stock		2000.0				2000.0				D			
0001181431-06-020882	1136297	Option - right to buy	F2	15.8				01-MAY-2004		01-MAY-2014		Common Stock		2000.0				2000.0				D			
0000721994-06-000074	1274965	Stock Options (Right to buy)		43.63				13-DEC-2010		13-DEC-2015		Common Stock		7500.0								D			
0000720005-06-000090	1313880	Employee Stock Option (right to buy)		14.22				28-NOV-2004		28-JAN-2007		Common Stock		13500.0	F3, F4			13500.0				D			
0000720005-06-000090	1313881	Employee Stock Option (right to buy)		14.02				10-DEC-2005		10-FEB-2008		Common Stock		42597.0	F5, F6			42597.0				D			
0000720005-06-000090	1313882	Employee Stock Option (right to buy)		14.02				10-DEC-2005		10-FEB-2008		Common Stock		13653.0	F8, F7			13653.0				D			
0000720005-06-000090	1313883	Employee Stock Option (right to buy)		16.8				04-DEC-2006		04-FEB-2009		Common Stock		7200.0	F9			7200.0				D			
0000720005-06-000090	1313884	Employee Stock Option (right to buy)		16.8				04-JAN-2008		04-FEB-2009		Common Stock		10800.0	F11, F10			10800.0				D			
0000720005-06-000090	1313885	Employee Stock Option (right to buy)		24.97				01-DEC-2008		01-FEB-2011		Common Stock		15000.0	F12, F13			15000.0				D			
0000720005-06-000089	1483374	Employee Stock Option (right to buy)		14.22				28-NOV-2004		28-JAN-2007		Common Stock		22500.0	F3, F4			22500.0				D			
0000720005-06-000089	1483375	Employee Stock Option (right to buy)		14.02				10-DEC-2005		10-FEB-2008		Common Stock		53195.0	F5, F6			53195.0				D			
0000720005-06-000089	1483376	Employee Stock Option (right to buy)		14.02				10-DEC-2007		10-FEB-2008		Common Stock		3055.0	F7			3055.0				D			
0000720005-06-000089	1483377	Employee Stock Option (right to buy)		16.8				04-DEC-2006		04-FEB-2009		Common Stock		7200.0	F8			7200.0				D			
0000720005-06-000089	1483378	Employee Stock Option (right to buy)		16.8				04-JAN-2008		04-FEB-2009		Common Stock		10800.0	F9, F10			10800.0				D			
0000720005-06-000089	1483379	Employee Stock Option (right to buy)		24.97				01-DEC-2008		01-FEB-2011		Common Stock		15000.0	F11, F12			15000.0				D			
0001209191-06-020750	1114527	Option to Purchase Common Shares		7.7				07-JUN-2001		06-JUN-2006		Common Shares		15000.0				15000.0				D			
0001209191-06-020750	1114525	Option to Purchase Common Shares		1.55					F5	30-MAR-2008		Common Shares		20000.0				20000.0				D			
0001209191-06-020750	1114524	Option to Purchase Common Shares		2.17					F4	07-MAR-2009		Common Shares		10000.0				10000.0				D			
0001209191-06-020750	1114523	Option to Purchase Common Shares		1.26					F3	30-MAR-2010		Common Shares		10000.0				10000.0				D			
0001209191-06-020750	1114526	Option to Purchase Common Shares		3.0					F6	30-MAR-2007		Common Shares		20000.0				20000.0				D			
0001209191-06-020748	1185571	Option to Purchase Common Shares		1.26					F3	30-MAR-2010		Common Shares		10000.0				10000.0				D			
0001209191-06-020748	1185572	Option to Purchase Common Shares		1.2				02-NOV-2004		01-NOV-2009		Common Shares		15000.0				15000.0				D			
0001209191-06-020748	1185573	Option to Purchase Common Shares		1.2				30-NOV-2004		01-NOV-2009		Common Shares		1666.0				1666.0				D			
0001209191-06-020748	1185574	Option to Purchase Common Shares		1.2				31-DEC-2004		01-NOV-2009		Common Shares		1666.0				1666.0				D			
0001209191-06-020744	1120081	Option to Purchase Common Shares		1.0				31-DEC-2002		27-OCT-2007		Common Shares		1666.0				1666.0				D			
0001209191-06-020744	1120079	Option to Purchase Common Shares		1.0				28-OCT-2002		27-OCT-2007		Common Shares		15000.0				15000.0				D			
0001209191-06-020744	1120078	Option to Purchase Common Shares		1.55					F5	30-MAR-2008		Common Shares		20000.0				20000.0				D			
0001209191-06-020744	1120077	Option to Purchase Common Shares		2.17					F4	07-MAR-2009		Common Shares		20000.0				20000.0				D			
0001209191-06-020744	1120076	Option to Purchase Common Shares		1.26					F3	30-MAR-2010		Common Shares		20000.0				20000.0				D			
0001209191-06-020744	1120080	Option to Purchase Common Shares		1.0				30-NOV-2002		27-OCT-2007		Common Shares		1666.0				1666.0				D			
0001181431-06-020854	1130295	Class B Common Stock		0.0				28-MAR-2006			F1	Class A Common Stock		1194309.0				1194309.0				D			
0001209191-06-020742	1082095	Option to Purchase Common Shares		3.0					F6	30-MAR-2007		Common Shares		20000.0				20000.0				D			
0001209191-06-020742	1082094	Option to Purchase Common Shares		1.55					F5	30-MAR-2008		Common Shares		20000.0				20000.0				D			
0001209191-06-020742	1082093	Option to Purchase Common Shares		2.17					F4	07-MAR-2009		Common Shares		20000.0				20000.0				D			
